0.000000, 
0.000000, 
0.000000, 
0.000000, 
0.000000, 
0.000000, 
0.000000, 
0.000000, 
0.000000, 
0.000000, 
0.235541, 
0.235541, 
0.235541, 
0.235541, 
-0.952582, 
-0.952582, 
-0.952582, 
-0.952582, 
-1.349999, 
-1.349999, 
-1.349999, 
-1.349999, 
-0.487830, 
-0.487830, 
-0.487830, 
-0.487830, 
-0.511005, 
-0.511005, 
-0.511005, 
-0.511005, 
-0.828757, 
-0.828757, 
-0.828757, 
-0.828757, 
-2.408068, 
-2.408068, 
-2.408068, 
-2.408068, 
-1.344595, 
-1.344595, 
-1.344595, 
-1.344595, 
-1.398567, 
-1.398567, 
-1.398567, 
-1.398567, 
-1.491150, 
-1.491150, 
-1.491150, 
-1.491150, 
-1.862106, 
-1.862106, 
-1.862106, 
-1.862106, 
-2.565178, 
-2.565178, 
-2.565178, 
-2.565178, 
-2.322525, 
-2.322525, 
-2.322525, 
-2.322525, 
-1.294523, 
-1.294523, 
-1.294523, 
-1.294523, 
-2.631799, 
-2.631799, 
-2.631799, 
-2.631799, 
-2.784410, 
-2.784410, 
-2.784410, 
-2.784410, 
-0.772437, 
-0.772437, 
-0.772437, 
-0.772437, 
-1.784510, 
-1.784510, 
-1.784510, 
-1.784510, 
-1.882507, 
-1.882507, 
-1.882507, 
-1.882507, 
-1.406450, 
-1.406450, 
-1.406450, 
-1.406450, 
-2.060811, 
-2.060811, 
-2.060811, 
-2.060811, 
-4.498940, 
-4.498940, 
-4.498940, 
-4.498940, 
-2.543118, 
-2.543118, 
-2.543118, 
-2.543118, 
-2.408313, 
-2.408313, 
-2.408313, 
-2.408313, 
-3.448441, 
-3.448441, 
-3.448441, 
-3.448441, 
-3.796841, 
-3.796841, 
-3.796841, 
-3.796841, 
-2.059531, 
-2.059531, 
-2.059531, 
-2.059531, 
-1.666873, 
-1.666873, 
-1.666873, 
-1.666873, 
-1.432304, 
-1.432304, 
-1.432304, 
-1.432304, 
-0.760253, 
-0.760253, 
-0.760253, 
-0.760253, 
-0.453199, 
-0.453199, 
-0.453199, 
-0.453199, 
-3.216708, 
-3.216708, 
-3.216708, 
-3.216708, 
-2.341480, 
-2.341480, 
-2.341480, 
-2.341480, 
1.717643, 
1.717643, 
1.717643, 
1.717643, 
-0.020479, 
-0.020479, 
-0.020479, 
-0.020479, 
-1.930447, 
-1.930447, 
-1.930447, 
-1.930447, 
-2.140057, 
-2.140057, 
-2.140057, 
-2.140057, 
1.651768, 
1.651768, 
1.651768, 
1.651768, 
-3.668813, 
-3.668813, 
-3.668813, 
-3.668813, 
-2.006801, 
-2.006801, 
-2.006801, 
-2.006801, 
4.604515, 
4.604515, 
4.604515, 
4.604515, 
-1.222710, 
-1.222710, 
-1.222710, 
-1.222710, 
1.403654, 
1.403654, 
1.403654, 
1.403654, 
-7.213972, 
-7.213972, 
-7.213972, 
-7.213972, 
-1.203790, 
-1.203790, 
-1.203790, 
-1.203790, 
-0.330025, 
-0.330025, 
-0.330025, 
-0.330025, 
4.726764, 
4.726764, 
4.726764, 
4.726764, 
1.933808, 
1.933808, 
1.933808, 
1.933808, 
-4.991418, 
-4.991418, 
-4.991418, 
-4.991418, 
-6.558526, 
-6.558526, 
-6.558526, 
-6.558526, 
1.514996, 
1.514996, 
1.514996, 
1.514996, 
2.967495, 
2.967495, 
2.967495, 
2.967495, 
-0.589916, 
-0.589916, 
-0.589916, 
-0.589916, 
2.597252, 
2.597252, 
2.597252, 
2.597252, 
5.443933, 
5.443933, 
5.443933, 
5.443933, 
-3.355589, 
-3.355589, 
-3.355589, 
-3.355589, 
2.093924, 
2.093924, 
2.093924, 
2.093924, 
3.294675, 
3.294675, 
3.294675, 
3.294675, 
-3.661110, 
-3.661110, 
-3.661110, 
-3.661110, 
6.045839, 
6.045839, 
6.045839, 
6.045839, 
0.015536, 
0.015536, 
0.015536, 
0.015536, 
-4.127452, 
-4.127452, 
-4.127452, 
-4.127452, 
2.788859, 
2.788859, 
2.788859, 
2.788859, 
-0.887789, 
-0.887789, 
-0.887789, 
-0.887789, 
-1.600062, 
-1.600062, 
-1.600062, 
-1.600062, 
-6.978682, 
-6.978682, 
-6.978682, 
-6.978682, 
2.854291, 
2.854291, 
2.854291, 
2.854291, 
3.687541, 
3.687541, 
3.687541, 
3.687541, 
-1.943985, 
-1.943985, 
-1.943985, 
-1.943985, 
-3.541976, 
-3.541976, 
-3.541976, 
-3.541976, 
-1.885496, 
-1.885496, 
-1.885496, 
-1.885496, 
1.408036, 
1.408036, 
1.408036, 
1.408036, 
2.435268, 
2.435268, 
2.435268, 
2.435268, 
5.269744, 
5.269744, 
5.269744, 
5.269744, 
4.643693, 
4.643693, 
4.643693, 
4.643693, 
-1.434534, 
-1.434534, 
-1.434534, 
-1.434534, 
-0.083553, 
-0.083553, 
-0.083553, 
-0.083553, 
-4.697333, 
-4.697333, 
-4.697333, 
-4.697333, 
-1.945538, 
-1.945538, 
-1.945538, 
-1.945538, 
-2.189927, 
-2.189927, 
-2.189927, 
-2.189927, 
2.111221, 
2.111221, 
2.111221, 
2.111221, 
2.708508, 
2.708508, 
2.708508, 
2.708508, 
1.352046, 
1.352046, 
1.352046, 
1.352046, 
-7.039542, 
-7.039542, 
-7.039542, 
-7.039542, 
4.859982, 
4.859982, 
4.859982, 
4.859982, 
-2.221161, 
-2.221161, 
-2.221161, 
-2.221161, 
-2.925085, 
-2.925085, 
-2.925085, 
-2.925085, 
0.532348, 
0.532348, 
0.532348, 
0.532348, 
3.147412, 
3.147412, 
3.147412, 
3.147412, 
-0.227618, 
-0.227618, 
-0.227618, 
-0.227618, 
-3.630275, 
-3.630275, 
-3.630275, 
-3.630275, 
-3.322273, 
-3.322273, 
-3.322273, 
-3.322273, 
2.340294, 
2.340294, 
2.340294, 
2.340294, 
1.327078, 
1.327078, 
1.327078, 
1.327078, 
0.244627, 
0.244627, 
0.244627, 
0.244627, 
7.061317, 
7.061317, 
7.061317, 
7.061317, 
-2.791351, 
-2.791351, 
-2.791351, 
-2.791351, 
-2.908635, 
-2.908635, 
-2.908635, 
-2.908635, 
6.830311, 
6.830311, 
6.830311, 
6.830311, 
-3.397595, 
-3.397595, 
-3.397595, 
-3.397595, 
-2.607904, 
-2.607904, 
-2.607904, 
-2.607904, 
-0.008054, 
-0.008054, 
-0.008054, 
-0.008054, 
-4.576527, 
-4.576527, 
-4.576527, 
-4.576527, 
-0.559740, 
-0.559740, 
-0.559740, 
-0.559740, 
3.953690, 
3.953690, 
3.953690, 
3.953690, 
0.945138, 
0.945138, 
0.945138, 
0.945138, 
2.025263, 
2.025263, 
2.025263, 
2.025263, 
3.579652, 
3.579652, 
3.579652, 
3.579652, 
2.507020, 
2.507020, 
2.507020, 
2.507020, 
6.359812, 
6.359812, 
6.359812, 
6.359812, 
-2.442235, 
-2.442235, 
-2.442235, 
-2.442235, 
0.991037, 
0.991037, 
0.991037, 
0.991037, 
4.506922, 
4.506922, 
4.506922, 
4.506922, 
6.611819, 
6.611819, 
6.611819, 
6.611819, 
-7.489547, 
-7.489547, 
-7.489547, 
-7.489547, 
-2.088977, 
-2.088977, 
-2.088977, 
-2.088977, 
7.499818, 
7.499818, 
7.499818, 
7.499818, 
3.689800, 
3.689800, 
3.689800, 
3.689800, 
-1.911916, 
-1.911916, 
-1.911916, 
-1.911916, 
-3.110566, 
-3.110566, 
-3.110566, 
-3.110566, 
-2.036129, 
-2.036129, 
-2.036129, 
-2.036129, 
-4.047911, 
-4.047911, 
-4.047911, 
-4.047911, 
-1.977339, 
-1.977339, 
-1.977339, 
-1.977339, 
2.661640, 
2.661640, 
2.661640, 
2.661640, 
4.099792, 
4.099792, 
4.099792, 
4.099792, 
-5.193416, 
-5.193416, 
-5.193416, 
-5.193416, 
-6.320382, 
-6.320382, 
-6.320382, 
-6.320382, 
1.334645, 
1.334645, 
1.334645, 
1.334645, 
-7.429682, 
-7.429682, 
-7.429682, 
-7.429682, 
8.372511, 
8.372511, 
8.372511, 
8.372511, 
4.717236, 
4.717236, 
4.717236, 
4.717236, 
-10.469240, 
-10.469240, 
-10.469240, 
-10.469240, 
3.863469, 
3.863469, 
3.863469, 
3.863469, 
4.025482, 
4.025482, 
4.025482, 
4.025482, 
1.693908, 
1.693908, 
1.693908, 
1.693908, 
-2.608451, 
-2.608451, 
-2.608451, 
-2.608451, 
4.505929, 
4.505929, 
4.505929, 
4.505929, 
5.989729, 
5.989729, 
5.989729, 
5.989729, 
-1.487629, 
-1.487629, 
-1.487629, 
-1.487629, 
-0.072901, 
-0.072901, 
-0.072901, 
-0.072901, 
-0.751872, 
-0.751872, 
-0.751872, 
-0.751872, 
7.841636, 
7.841636, 
7.841636, 
7.841636, 
-11.453910, 
-11.453910, 
-11.453910, 
-11.453910, 
0.030602, 
0.030602, 
0.030602, 
0.030602, 
-6.370836, 
-6.370836, 
-6.370836, 
-6.370836, 
-0.389861, 
-0.389861, 
-0.389861, 
-0.389861, 
-0.785203, 
-0.785203, 
-0.785203, 
-0.785203, 
-2.184213, 
-2.184213, 
-2.184213, 
-2.184213, 
0.068787, 
0.068787, 
0.068787, 
0.068787, 
-2.678518, 
-2.678518, 
-2.678518, 
-2.678518, 
2.438360, 
2.438360, 
2.438360, 
2.438360, 
2.761798, 
2.761798, 
2.761798, 
2.761798, 
5.192523, 
5.192523, 
5.192523, 
5.192523, 
1.544672, 
1.544672, 
1.544672, 
1.544672, 
-1.763946, 
-1.763946, 
-1.763946, 
-1.763946, 
-2.713122, 
-2.713122, 
-2.713122, 
-2.713122, 
-1.732828, 
-1.732828, 
-1.732828, 
-1.732828, 
5.571690, 
5.571690, 
5.571690, 
5.571690, 
-6.421397, 
-6.421397, 
-6.421397, 
-6.421397, 
2.647149, 
2.647149, 
2.647149, 
2.647149, 
8.185104, 
8.185104, 
8.185104, 
8.185104, 
4.740240, 
4.740240, 
4.740240, 
4.740240, 
7.482692, 
7.482692, 
7.482692, 
7.482692, 
1.757463, 
1.757463, 
1.757463, 
1.757463, 
-1.640585, 
-1.640585, 
-1.640585, 
-1.640585, 
-7.329076, 
-7.329076, 
-7.329076, 
-7.329076, 
-0.861945, 
-0.861945, 
-0.861945, 
-0.861945, 
3.369002, 
3.369002, 
3.369002, 
3.369002, 
1.391543, 
1.391543, 
1.391543, 
1.391543, 
0.119982, 
0.119982, 
0.119982, 
0.119982, 
5.569457, 
5.569457, 
5.569457, 
5.569457, 
4.375769, 
4.375769, 
4.375769, 
4.375769, 
-1.266807, 
-1.266807, 
-1.266807, 
-1.266807, 
2.271124, 
2.271124, 
2.271124, 
2.271124, 
-1.487295, 
-1.487295, 
-1.487295, 
-1.487295, 
2.377017, 
2.377017, 
2.377017, 
2.377017, 
4.323523, 
4.323523, 
4.323523, 
4.323523, 
-0.984729, 
-0.984729, 
-0.984729, 
-0.984729, 
4.545352, 
4.545352, 
4.545352, 
4.545352, 
-2.033717, 
-2.033717, 
-2.033717, 
-2.033717, 
-3.402332, 
-3.402332, 
-3.402332, 
-3.402332, 
2.946907, 
2.946907, 
2.946907, 
2.946907, 
1.214211, 
1.214211, 
1.214211, 
1.214211, 
6.558956, 
6.558956, 
6.558956, 
6.558956, 
-0.477568, 
-0.477568, 
-0.477568, 
-0.477568, 
-2.259385, 
-2.259385, 
-2.259385, 
-2.259385, 
5.407273, 
5.407273, 
5.407273, 
5.407273, 
-1.105777, 
-1.105777, 
-1.105777, 
-1.105777, 
-4.348509, 
-4.348509, 
-4.348509, 
-4.348509, 
-2.804525, 
-2.804525, 
-2.804525, 
-2.804525, 
0.374200, 
0.374200, 
0.374200, 
0.374200, 
5.598262, 
5.598262, 
5.598262, 
5.598262, 
2.903571, 
2.903571, 
2.903571, 
2.903571, 
-9.774412, 
-9.774412, 
-9.774412, 
-9.774412, 
-0.754076, 
-0.754076, 
-0.754076, 
-0.754076, 
-4.359650, 
-4.359650, 
-4.359650, 
-4.359650, 
-3.667978, 
-3.667978, 
-3.667978, 
-3.667978, 
-3.213690, 
-3.213690, 
-3.213690, 
-3.213690, 
7.375021, 
7.375021, 
7.375021, 
7.375021, 
5.674800, 
5.674800, 
5.674800, 
5.674800, 
-2.956626, 
-2.956626, 
-2.956626, 
-2.956626, 
1.854892, 
1.854892, 
1.854892, 
1.854892, 
-2.591480, 
-2.591480, 
-2.591480, 
-2.591480, 
5.115121, 
5.115121, 
5.115121, 
5.115121, 
4.008572, 
4.008572, 
4.008572, 
4.008572, 
4.847505, 
4.847505, 
4.847505, 
4.847505, 
-4.389295, 
-4.389295, 
-4.389295, 
-4.389295, 
-4.553973, 
-4.553973, 
-4.553973, 
-4.553973, 
-1.409273, 
-1.409273, 
-1.409273, 
-1.409273, 
11.107726, 
11.107726, 
11.107726, 
11.107726, 
-1.935788, 
-1.935788, 
-1.935788, 
-1.935788, 
-0.554431, 
-0.554431, 
-0.554431, 
-0.554431, 
5.285013, 
5.285013, 
5.285013, 
5.285013, 
-0.746030, 
-0.746030, 
-0.746030, 
-0.746030, 
8.889387, 
8.889387, 
8.889387, 
8.889387, 
7.025082, 
7.025082, 
7.025082, 
7.025082, 
-10.537229, 
-10.537229, 
-10.537229, 
-10.537229, 
-6.101808, 
-6.101808, 
-6.101808, 
-6.101808, 
0.967366, 
0.967366, 
0.967366, 
0.967366, 
3.439450, 
3.439450, 
3.439450, 
3.439450, 
-6.429610, 
-6.429610, 
-6.429610, 
-6.429610, 
4.785034, 
4.785034, 
4.785034, 
4.785034, 
-6.846625, 
-6.846625, 
-6.846625, 
-6.846625, 
-7.703823, 
-7.703823, 
-7.703823, 
-7.703823, 
0.720363, 
0.720363, 
0.720363, 
0.720363, 
-8.409706, 
-8.409706, 
-8.409706, 
-8.409706, 
-1.951487, 
-1.951487, 
-1.951487, 
-1.951487, 
4.562676, 
4.562676, 
4.562676, 
4.562676, 
-5.098155, 
-5.098155, 
-5.098155, 
-5.098155, 
6.832839, 
6.832839, 
6.832839, 
6.832839, 
3.491848, 
3.491848, 
3.491848, 
3.491848, 
-1.159160, 
-1.159160, 
-1.159160, 
-1.159160, 
4.212919, 
4.212919, 
4.212919, 
4.212919, 
-1.911648, 
-1.911648, 
-1.911648, 
-1.911648, 
0.381192, 
0.381192, 
0.381192, 
0.381192, 
3.790683, 
3.790683, 
3.790683, 
3.790683, 
-3.214169, 
-3.214169, 
-3.214169, 
-3.214169, 
-1.858104, 
-1.858104, 
-1.858104, 
-1.858104, 
-3.466987, 
-3.466987, 
-3.466987, 
-3.466987, 
6.792461, 
6.792461, 
6.792461, 
6.792461, 
3.271600, 
3.271600, 
3.271600, 
3.271600, 
-6.802291, 
-6.802291, 
-6.802291, 
-6.802291, 
0.954740, 
0.954740, 
0.954740, 
0.954740, 
6.022220, 
6.022220, 
6.022220, 
6.022220, 
-3.689784, 
-3.689784, 
-3.689784, 
-3.689784, 
-1.736879, 
-1.736879, 
-1.736879, 
-1.736879, 
-1.994885, 
-1.994885, 
-1.994885, 
-1.994885, 
5.458752, 
5.458752, 
5.458752, 
5.458752, 
-2.470138, 
-2.470138, 
-2.470138, 
-2.470138, 
6.179424, 
6.179424, 
6.179424, 
6.179424, 
-0.046212, 
-0.046212, 
-0.046212, 
-0.046212, 
0.607341, 
0.607341, 
0.607341, 
0.607341, 
0.606671, 
0.606671, 
0.606671, 
0.606671, 
-3.576236, 
-3.576236, 
-3.576236, 
-3.576236, 
-1.716830, 
-1.716830, 
-1.716830, 
-1.716830, 
4.054329, 
4.054329, 
4.054329, 
4.054329, 
3.509746, 
3.509746, 
3.509746, 
3.509746, 
3.486922, 
3.486922, 
3.486922, 
3.486922, 
-9.956045, 
-9.956045, 
-9.956045, 
-9.956045, 
1.849984, 
1.849984, 
1.849984, 
1.849984, 
-1.495308, 
-1.495308, 
-1.495308, 
-1.495308, 
3.199802, 
3.199802, 
3.199802, 
3.199802, 
0.204865, 
0.204865, 
0.204865, 
0.204865, 
-5.955932, 
-5.955932, 
-5.955932, 
-5.955932, 
-1.546753, 
-1.546753, 
-1.546753, 
-1.546753, 
5.986144, 
5.986144, 
5.986144, 
5.986144, 
9.355161, 
9.355161, 
9.355161, 
9.355161, 
-2.394284, 
-2.394284, 
-2.394284, 
-2.394284, 
